Initial_check,Initials_data_extraction,TMF_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,Censored_data_strategy,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMF_049,FW_004,S_002,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,1.8,1.1,2.6,na,0.3,0.1,0.4,na,na,na,19,,,na,-1.1,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_050,FW_004,S_002,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,0.7,-0.5,1.8,na,-0.2,-0.9,0.6,na,na,na,19,,,na,-1,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_051,FW_004,S_002,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,na,na,na,na,na,na,na,na,na,na,19,,,na,na,na,na,na,detection frequency <40%
,LR,TMF_052,FW_004,S_002,PFHpS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,na,na,na,na,na,na,na,na,na,na,19,,,na,na,na,na,na,detection frequency <40%
,LR,TMF_053,FW_004,S_002,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,2.4,2.3,2.6,na,0.39,0.36,0.42,na,na,na,19,,,na,-0.6,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_054,FW_004,S_002,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,8.3,6.7,9.8,na,0.9,0.8,1,na,na,na,19,,,na,-3.1,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_055,FW_004,S_002,PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,2.6,2.4,2.7,na,0.41,0.38,0.44,na,na,na,19,,,na,-0.6,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_056,FW_004,S_002,PFDS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,17.9,-10.6,46.4,na,1.3,0.6,1.9,na,na,na,19,,,na,-5.6,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_057,FW_004,S_002,6:2 FTSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,na,na,na,na,na,na,na,na,na,na,19,,,na,na,na,na,na,detection frequency <40%
,LR,TMF_058,FW_004,S_002,FOSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,0.6,0.5,0.6,na,-0.3,-0.3,-0.2,na,na,na,19,,,na,-0.1,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_059,FW_004,S_002,NMeFOSAA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,na,na,na,na,na,na,na,na,na,na,19,,,na,na,na,na,na,detection frequency <40%
,LR,TMF_060,FW_004,S_002,NEtFOSAA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,na,na,na,na,na,na,na,na,na,na,19,,,na,na,na,na,na,detection frequency <40%
,LR,TMF_061,FW_005,S_002,PFOA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,0.5,0.4,0.6,na,-0.3,-0.4,-0.2,na,na,na,15,,,na,-0.02,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_062,FW_005,S_002,PFNA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,3.1,2.8,3.5,na,0.5,0.4,0.6,na,na,na,15,,,na,-2.9,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_063,FW_005,S_002,PFDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,2.6,2.3,2.9,na,0.4,0.4,0.5,na,na,na,15,,,na,-1.7,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_064,FW_005,S_002,PFUnDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,2.4,2,2.7,na,0.4,0.3,0.4,na,na,na,15,,,na,-1.7,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_065,FW_005,S_002,PFDoDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,1.8,1.5,2.1,na,0.3,0.2,0.3,na,na,na,15,,,na,-0.9,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_066,FW_005,S_002,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,1.9,1.6,2.3,na,0.3,0.2,0.4,na,na,na,15,,,na,-1.3,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_067,FW_005,S_002,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,2.1,1.8,2.4,na,0.3,0.3,0.4,na,na,na,15,,,na,-1.5,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_068,FW_005,S_002,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,3.7,2.4,4.9,na,0.6,0.4,0.7,na,na,na,15,,,na,-3.4,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_069,FW_005,S_002,PFHpS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,8.3,5.4,11.3,na,0.9,0.8,1.1,na,na,na,15,,,na,-5.5,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
,LR,TMF_070,FW_005,S_002,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""PFASs were analyzed in dissected and whole fish from sites 3, 4 and 5, and only in the fillet of fish from sites 1 and 2. For the latter, PFAS concentrations in whole fish (PFASWB) were estimated from concentrations in fillet multiplied by a fillet-to-whole-body conversion factor as suggested by Kidd et al. (2019) and the European Commission (EU, 2014) (procedure detailed in SI 3.2.2).""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,The limit value divided by two,not provided,The limit value divided by two,10^slope,3.3,2.6,3.9,na,0.5,0.4,0.6,na,na,na,15,,,na,-1.4,na,na,na,Data extracted from Tables S17-21. SE calculated from CIs.
